created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Jul 30 23:58:26 +0000 2023;1685802060724486146;"@CNNIndonesia Mau jualan motor listrik kah ?";1;0;0;0;in;178985047;1685460462073458688;her_alone;https://twitter.com/her_alone/status/1685802060724486146
Sun Jul 30 23:34:20 +0000 2023;1685795995249254401;"when udah telat tapi malah dapet gojek motor listrik 🥲🥲🥲 beneran mau turun terus lari https://t.co/6JQ3YZfAOQ";0;10;0;1;in;1654140008604012544;1685795995249254401;affecttioon;https://twitter.com/affecttioon/status/1685795995249254401
Sun Jul 30 23:26:25 +0000 2023;1685794004435410944;"@Bataviase77 Kalau mau diatur sama elit gombal, pilihlah motor/mobil listrik buatan mereka. 😊 Mobil konvensional itu tidak akan bisa tergantikan.";0;0;0;0;in;1290137626234634240;1685667981362368512;MartaArdy;https://twitter.com/MartaArdy/status/1685794004435410944
Sun Jul 30 22:58:02 +0000 2023;1685786859476307968;"ak pgn motor knp mlh di beliin sepeda listrik.. alhamdulillah";0;0;0;0;in;1567481661549576193;1685786859476307968;cakezayie;https://twitter.com/cakezayie/status/1685786859476307968
Sun Jul 30 22:20:54 +0000 2023;1685777514130804736;"@CNNIndonesia Gak gt ah kl mau jualan motor listrik. Lu enak esdm kmn2 naik mobil gapernah ketek2an di KRL";0;0;0;0;in;550039026;1685460462073458688;BAFauzi_;https://twitter.com/BAFauzi_/status/1685777514130804736
Sun Jul 30 18:11:31 +0000 2023;1685714756236349441;"Nah! Ternyata Sepeda Listrik Juga Bisa Kena Tilang https://t.co/CwGSUMPMI4";0;0;0;0;in;324362237;1685714756236349441;MotorExpertz;https://twitter.com/MotorExpertz/status/1685714756236349441
Sun Jul 30 18:10:49 +0000 2023;1685714580725809152;"Mitos Atau Fakta, Motor Listrik Sering Dicuci Bisa Cepet Rusak? https://t.co/MVZYBSOV4S";0;0;0;0;in;324362237;1685714580725809152;MotorExpertz;https://twitter.com/MotorExpertz/status/1685714580725809152
Sun Jul 30 18:09:51 +0000 2023;1685714336831168512;"Mitos Atau Fakta, Motor Listrik Sering Dicuci Bisa Cepet Rusak? https://t.co/6yi46laG0x";0;0;0;0;in;172677495;1685714336831168512;acepe01;https://twitter.com/acepe01/status/1685714336831168512
Sun Jul 30 16:28:35 +0000 2023;1685688852244230144;"Faktanya, kendaraan listrik memiliki emisi terendah loh. Selain itu, kendaraan listrik lebih hemat biaya operasionalnya. Yuk sama-sama beralih ke molis!  #PakaiMolisYuk #Motor #Mobil #Kendaraan #Info #Terbaru #Update #Viral #sundayvibes #esenyurt https://t.co/PtKBTMCHIc";0;0;0;1;in;1599794003956092931;1685688852244230144;pilooajaa;https://twitter.com/pilooajaa/status/1685688852244230144
Sun Jul 30 16:26:39 +0000 2023;1685688365952409600;"Dibonceng motor listrik ini bikin capek, karena rem sama torsinya g nyantai";0;0;0;0;in;60835384;1685688365952409600;ryandzhunter;https://twitter.com/ryandzhunter/status/1685688365952409600
Sun Jul 30 16:11:01 +0000 2023;1685684428968988672;"@ridwanhr @pln_123 Dari dulu om ane make motor listrik tuker baterai di PLN sering eror mesinnya";0;0;0;0;in;1244873942419918848;1685603045747589120;mangkimin;https://twitter.com/mangkimin/status/1685684428968988672
Sun Jul 30 15:59:49 +0000 2023;1685681612514852864;"Apa sih perbedaan sepeda motor konversional dengan sepeda motor listrik? Yuk simak hal berikut  #PakaiMolisYuk #PLN #Molis #Info #Terbaru #Update #Viral #sundayvibes #esenyurt https://t.co/QXqPwhRlvL";0;0;0;1;in;1596457160103276544;1685681612514852864;mirajanee344;https://twitter.com/mirajanee344/status/1685681612514852864
Sun Jul 30 15:58:59 +0000 2023;1685681402589876225;"Ya pantes si Hirotada bangga bener ama Pasar Minggu, mirip bener emang sama rio de jenero ..  Kagak heran udah kalo jam 1 malem motor masih pada warwer liwat, hansip pada ngentongin tiang listrik. Paham banget dah sekarang gua";0;2;0;1;in;123762922;1685681402589876225;dare_darou;https://twitter.com/dare_darou/status/1685681402589876225
Sun Jul 30 15:55:11 +0000 2023;1685680447760834560;"Yuk beralih ke motor listrik demi lingkungan yang lebih baik! Kamu bisa membeli motor listrik menggunakan aplikasi PLN Mobile loh  #PakaiMolisYuk #PLN #Molis #Info #Terbaru #Update #Viral #sundayvibes #esenyurt https://t.co/yAIO70LrsI";0;0;0;1;in;1595662709508386816;1685680447760834560;aikaachan44;https://twitter.com/aikaachan44/status/1685680447760834560
Sun Jul 30 15:49:10 +0000 2023;1685678930790055936;"@jokowi @erickthohir @sandiuno Sudah sangat urgent perlu charger motor listrik di setiap kawasan wisata minimal 100 titik charge mohon secepatnya di akomodasi pak karena setiap kali charge minimal 4 jam kalau sedikit titik charge nya antri nya luar biasa  https://t.co/3TFBX2O0D2";0;0;0;0;in;1604062702854635520;1685678930790055936;balikpapan7000;https://twitter.com/balikpapan7000/status/1685678930790055936
Sun Jul 30 15:44:01 +0000 2023;1685677634473377792;"Motor listrik jadi kendaraan masa kini, kamu bisa cek molis lewat aplikasi PLN mobile  #PakaiMolisYuk #esenyurt  #quackityspace  #BBNaija https://t.co/maTaQRp0S7";0;0;0;1;in;1616024470053064707;1685677634473377792;KemisHadi;https://twitter.com/KemisHadi/status/1685677634473377792
Sun Jul 30 15:43:11 +0000 2023;1685677425383133184;"Download aplikasi PLN mobile untuk mempermudah kamu untuk cari motor listrik  #PakaiMolisYuk #esenyurt  #quackityspace  #BBNaija https://t.co/32XbbG34Qp";0;0;0;1;in;1616025377348128768;1685677425383133184;elvano65273660;https://twitter.com/elvano65273660/status/1685677425383133184
Sun Jul 30 15:39:53 +0000 2023;1685676595825332224;"@detikcom Sepeda listrik itu gasnya kenceng lho kaya motor matic... Kalau disini yang pakai ibu2 dan bapak2 paling dikampung2 dalam gak sampe kejalan raya.... Anak2 kecil gak berani karena kenceng banget gasnya....";0;1;0;1;in;1502644044908068867;1685221124831895553;umilumal1;https://twitter.com/umilumal1/status/1685676595825332224
Sun Jul 30 15:38:46 +0000 2023;1685676315087876096;"Masih suka kaget banget tiap disalip motor/mobil listrik, gadak suara nya cuy tiba tiba banget kaya hantu aowkaowkaok 😂😆 keren sih.";0;0;0;0;in;68014974;1685676315087876096;nindyaheryanto;https://twitter.com/nindyaheryanto/status/1685676315087876096
Sun Jul 30 15:12:21 +0000 2023;1685669664947576832;"Motor listrik tidak mencemari udara karena tidak mengeluarkan gas emisi yang dapat mencemari lingkungan #PakaiMolisYuk #PraktisPakaiMolis  Goodbye Twitter Besok Senin Minggu Tetel PIK Bakwan#TheUncannyCounter2 https://t.co/ZSsVqJ4BVT";0;0;0;1;in;1574754287976353792;1685669664947576832;NicoleG45244478;https://twitter.com/NicoleG45244478/status/1685669664947576832
Sun Jul 30 15:11:37 +0000 2023;1685669481790754816;"Buruan beralih ke motor listrik untuk membantu mengurangi polusi udara #PakaiMolisYuk #HematPakaiMolis  Goodbye Twitter Besok Senin Minggu Tetel PIK Bakwan#TheUncannyCounter2 https://t.co/umrKzt8AMO";0;0;0;1;in;1579731243263934466;1685669481790754816;Catheri57762187;https://twitter.com/Catheri57762187/status/1685669481790754816
Sun Jul 30 15:10:54 +0000 2023;1685669301813145600;"Dengan menggunakan motor listrik, maka udara akan bersih dan terbebas dari polutan #PakaiMolisYuk #AyoPakaiEV  Goodbye Twitter Besok Senin Minggu Tetel PIK Bakwan#TheUncannyCounter2 https://t.co/gl6e9CF8fO";0;0;0;1;in;1591135681102761984;1685669301813145600;heyking_xone;https://twitter.com/heyking_xone/status/1685669301813145600
Sun Jul 30 15:10:03 +0000 2023;1685669087605911552;"Beralih ke motor listrik dan buruan download aplikasi PLN mobile #PakaiMolisYuk #PakaiMolis  Goodbye Twitter Besok Senin Minggu Tetel PIK Bakwan#TheUncannyCounter2 https://t.co/Cfae2L5O44";0;0;0;1;in;1580511975355752449;1685669087605911552;sikingso;https://twitter.com/sikingso/status/1685669087605911552
Sun Jul 30 15:09:18 +0000 2023;1685668901492068352;"Kementerian ESDM: Ada 4.578 Pemohon Konversi Motor BBM Ke Listrik  https://t.co/R5TaUQEa2b";0;0;0;0;in;1467312143062081538;1685668901492068352;newestindo;https://twitter.com/newestindo/status/1685668901492068352
Sun Jul 30 15:09:11 +0000 2023;1685668869233659904;"Ciptakan lingkungan yang lebih bersih dengan beralih ke motor listrik #PakaiMolisYuk #PLNGoGlobal  Goodbye Twitter Besok Senin Minggu Tetel PIK Bakwan#TheUncannyCounter2 https://t.co/1YbzGR4hM7";0;0;0;1;in;1567953000311959554;1685668869233659904;Sopian_xone;https://twitter.com/Sopian_xone/status/1685668869233659904
Sun Jul 30 15:04:37 +0000 2023;1685667722938736641;"Yuk beralih ke motor listrik dan beli di aplikasi PLN mobile aja #PakaiMolisYuk #PLNGoDigital  Goodbye Twitter Besok Senin Minggu Tetel PIK Bakwan#TheUncannyCounter2 https://t.co/5tAV9ekS0n";0;0;0;1;in;1475337863961079811;1685667722938736641;Supianoor19;https://twitter.com/Supianoor19/status/1685667722938736641
Sun Jul 30 15:02:07 +0000 2023;1685667091712724992;"Layanan ini merupakan salah satu upaya mendukung program konversi motor listrik. https://t.co/lN7iEIv26Q";0;0;1;4;in;23343960;1685667091712724992;kompascom;https://twitter.com/kompascom/status/1685667091712724992
Sun Jul 30 14:55:28 +0000 2023;1685665417682202624;"Konversi Motor Listrik Minim Peminat, Begini Jurus Baru Kementerian ESDM https://t.co/VSMuS92dht";0;0;0;0;in;305657272;1685665417682202624;ilhamiasnawi;https://twitter.com/ilhamiasnawi/status/1685665417682202624
Sun Jul 30 14:47:11 +0000 2023;1685663331858997248;"Masalah jarak sebenernya gak masalah buat mereka, karna mereka bawa kendaraan. Jn bawa mobil, jm bawa motor.  Fasilitasnya juga lumayan banget dengan harga segitu, udah termasuk listrik, bisa laundry 1 bulan max 12 kg, air galon (tapi ini harus ambil di dapur), dan dapur bersama";0;1;0;0;in;1525847022368006147;1685663328096661504;augusthippo_;https://twitter.com/augusthippo_/status/1685663331858997248
Sun Jul 30 14:40:57 +0000 2023;1685661765441605633;"mau punya sepeda listrik atau motor listrik😢😢😢";0;2;0;0;in;1544706830500110336;1685661765441605633;ayawinklee;https://twitter.com/ayawinklee/status/1685661765441605633
Sun Jul 30 14:40:25 +0000 2023;1685661631936884737;"Bisa beli motor di aplikasi PLN mobile nih, pake kendaraan listrik untuk lingkungan yang lebih baik  #PakaiMolisYuk Gemblong Bakwan Minggu Sukses Maju Dilarang Besok Senin Goodbye Twitter Mark Jisung #BBNaija Putri Ariani pik 2 We Love You Taehyung https://t.co/F9Yz7ZebzG";0;0;0;1;in;1641449051513327618;1685661631936884737;Yayiggg;https://twitter.com/Yayiggg/status/1685661631936884737
Sun Jul 30 14:32:31 +0000 2023;1685659640745594881;"sampe skrng gk bsa bawa motor wkwk setakut itu, sepeda listrik aja gk berani🤧";0;0;0;0;in;1296327300774993920;1685659640745594881;baehikun;https://twitter.com/baehikun/status/1685659640745594881
Sun Jul 30 14:20:18 +0000 2023;1685656569571414016;"@CNNIndonesia Ucapan begitu tujuannya cuma satu Agar motor listrik nya Luhut laku dipasaran dan masyarakat dipaksa beralih ke motor listrik Cara cara KAMPUNGAN";0;0;0;1;in;1663292108399312896;1685460462073458688;zahemarni37282;https://twitter.com/zahemarni37282/status/1685656569571414016
Sun Jul 30 13:58:59 +0000 2023;1685651204913901568;"Dengan beralih ke kendaraan listrik kita membantu ngurangin emisi karbon loh, dan sekarang jg beli Motor listrik bisa lewat aplikasi PLN Mobil, yg pasti aman dn terprcaya. #PakaiMolisYuk  WE ARE SO PROUD OF YOU Bakwan Putri Ariani Taekook #BORNPINK_WORLDTOUR #JUNGKOOKxinkigayo https://t.co/lFQPeIN6i3";0;0;0;1;in;1580418706873937921;1685651204913901568;Julioscno;https://twitter.com/Julioscno/status/1685651204913901568
Sun Jul 30 13:58:44 +0000 2023;1685651141189902337;"@convomfs Token listrik, bayar pdam, bayar netflix, bayar wifi, bayar pajek motor, bayar iuran pkk, bayar satpam, ganti oli, servis....🤧🤧";0;0;0;0;in;1665358463608950784;1685649999944900608;MishaLisette;https://twitter.com/MishaLisette/status/1685651141189902337
Sun Jul 30 13:57:46 +0000 2023;1685650898201227264;"Ini udah saatnya untuk kita beralih ke motor listrik. demi membuat lingkungan yg lebih baik untuk kita semua. #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/TIQkiFKdkZ";0;0;0;1;in;1622149734654959616;1685650898201227264;nadyanti17;https://twitter.com/nadyanti17/status/1685650898201227264
Sun Jul 30 13:57:17 +0000 2023;1685650774272196608;"Mantep nih, Aplikasi PLN Mobile bisa buat beli motor listrik. dan yang lebih mantep lagi kendaraan listrik banyak keunggulannya. #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/cbz3FZeys1";0;0;0;1;in;800336389384458240;1685650774272196608;Anniissaa97;https://twitter.com/Anniissaa97/status/1685650774272196608
Sun Jul 30 13:56:54 +0000 2023;1685650678860161024;"Mau Beli Motor Listrik?  Lewat Apk PLN Mobile aja. Buruan beralih ke kendaraan listrik untuk memanfaatkan keuntungannya!  #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/NLbrDBP9UH";0;0;0;1;in;800334840650297344;1685650678860161024;Rizkiraa05;https://twitter.com/Rizkiraa05/status/1685650678860161024
Sun Jul 30 13:56:31 +0000 2023;1685650583167148032;"Jadi Gini Guys!! Dengan kita beralih menggunakan kendaraan listrik, kita akan membantu pengurangan jumlah emisi karbon di indonesia loh. #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/6LWicwa2jY";0;0;0;1;in;800337433824899073;1685650583167148032;Anandaf66;https://twitter.com/Anandaf66/status/1685650583167148032
Sun Jul 30 13:56:18 +0000 2023;1685650526606864384;"Pake Motor listrik itu ramah lingkungan karena emisi karbon yg dikeluarin ga sebesar motor BBM, lebih hemat bahan bakar sampe 80% jg, yuk cek kendaraan listrik yg kalian mau di aplikasi PLN Mobile skrng📲 #PakaiMolisYuk  Bakwan Taekook #BORNPINK_WORLDTOUR #JUNGKOOKxinkigayo https://t.co/Z9KgRouH7c";0;0;0;1;in;1567859588606853121;1685650526606864384;aishmayra;https://twitter.com/aishmayra/status/1685650526606864384
Sun Jul 30 13:56:10 +0000 2023;1685650493824262144;"Untuk Beli Molis Kini Semakin Mudah Guys! Bisa lewat Apk PLN Mobile. Yuk Mulai Pakai Molis dan Rasakan Keunggulannya!  #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/tKzLbuQKIp";0;0;0;1;in;800338328046272513;1685650493824262144;Ramaaadhaaan;https://twitter.com/Ramaaadhaaan/status/1685650493824262144
Sun Jul 30 13:55:30 +0000 2023;1685650328933523457;"Biaya Operasional Kendaraan Kamu Mahal? Yuk Mulai Beralih Menggunakan Molis yang Lebih Hemat Biaya Bahan Bakar!! #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/jxBNS1mpRq";0;0;0;1;in;800339227812577280;1685650328933523457;Suhermaaa;https://twitter.com/Suhermaaa/status/1685650328933523457
Sun Jul 30 13:54:54 +0000 2023;1685650177414369280;"Udaah Saatnya Nih Mulai Beralih ke Kendaraan Listrik Yang Lebih Rendah Emisi Karbon dan Lebih Hemat Pastinya! #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/xFMtKZxU9Q";0;0;0;1;in;1594643969056481280;1685650177414369280;MegaPitru;https://twitter.com/MegaPitru/status/1685650177414369280
Sun Jul 30 13:54:29 +0000 2023;1685650071298473984;"Nahh! Ini Keunggulan Molis yang bisa buat masyarakat semakin minat untuk beralih ke molis! #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/DxneB5ff71";0;0;0;1;in;1594646183812571136;1685650071298473984;RaniSuper2;https://twitter.com/RaniSuper2/status/1685650071298473984
Sun Jul 30 13:54:06 +0000 2023;1685649976599490562;"Tau Gak Guys? Polusi udara dan polusi suara menjadi tantangan yang dihadapi daerah perkotaan. Nah si Molis ini dinilai mampu nih mengatasi masalah tersebut. #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/4amOuVrIIP";0;0;0;1;in;790201775533895680;1685649976599490562;sintayunitabae1;https://twitter.com/sintayunitabae1/status/1685649976599490562
Sun Jul 30 13:53:46 +0000 2023;1685649889076912129;"Jangan ngeluh kalo polusi masih banyak di Indonesia kalo kalian masi pake motor ber BBM, beralih ke motor listrik supaya bisa ngurangin polusi, bukan hanya itu, biaya operasional Molis jg lebih murah.  #PakaiMolisYuk  WE ARE SO PROUD OF YOU Bakwan Taekook #JUNGKOOKxinkigayo https://t.co/XHJXcbppeL";0;0;0;1;in;1568032762439036928;1685649889076912129;papakuma18;https://twitter.com/papakuma18/status/1685649889076912129
Sun Jul 30 13:53:40 +0000 2023;1685649866037624835;"Coba deh pikirin, keuntungan kalo kita beralih pake molis. kita akan lebih menghemat biaya bahan bakar untuk sehari-hari. dan masih banyak keuntungan lainnya.. #PakaiMolisYuk #Motorcycle #Electricvehicle #Motor #Motorlistrik #Mobillistrik #Berita #Otomotif #Viral #lfl https://t.co/KIqu3ver6z";0;0;0;1;in;1622154273965604864;1685649866037624835;sherlyn4e;https://twitter.com/sherlyn4e/status/1685649866037624835
Sun Jul 30 13:51:38 +0000 2023;1685649355020382208;"Beralih ke motor listrik adalah salah satu cara untuk kita memperbaiki lingkungan terutama dari polusi, FYI beli motor listrik skrng bisa lewat apps PLN Mobile ya. #PakaiMolisYuk  WE ARE SO PROUD OF YOU Bakwan Putri Ariani Taekook #BORNPINK_WORLDTOUR #JUNGKOOKxinkigayo https://t.co/pHyjRnKfkk";0;0;0;1;in;1567860588411498496;1685649355020382208;safirauzmki;https://twitter.com/safirauzmki/status/1685649355020382208
Sun Jul 30 13:50:16 +0000 2023;1685649008075890688;"Siapa yg udah punya impian mau beli Motor listrik? Nih kalian ga perlu repot2 beli secara langsung, tinggal beli di aplikasi PLN Mobile aja dijamin terpercaya dn aman. #PakaiMolisYuk  WE ARE SO PROUD OF YOU Bakwan Putri Ariani Taekook #BORNPINK_WORLDTOUR #JUNGKOOKxinkigayo https://t.co/ShfHJQmCfs";0;0;0;1;in;1594128804473032704;1685649008075890688;pipinkad;https://twitter.com/pipinkad/status/1685649008075890688
Sun Jul 30 13:30:02 +0000 2023;1685643917776289793;"info kost putri deket uner b harga 600-800 include wifi, listrik, kipas, dapur, parkir motor dan bersih, pengen pindah kost dari lama tapi blm nemu yg pas https://t.co/huSYA7chJs";0;3;0;1;in;2248751335;1685643917776289793;airlanggafess;https://twitter.com/airlanggafess/status/1685643917776289793
Sun Jul 30 13:25:41 +0000 2023;1685642822777794560;"@Fudin_HD @mr_mustadjr @kingkushim007 @detikcom Yesss karena yaaa sama aja sama sepeda motor listrik cuma lebih kecil doang";0;0;0;0;in;3170584274;1685221124831895553;PIRATESOMI;https://twitter.com/PIRATESOMI/status/1685642822777794560
Sun Jul 30 13:20:28 +0000 2023;1685641511218843648;"@tanyakanrl kalian bisa bawa motor 😔 aku bawa sepeda listrik aja melacung dah trauma berat apalagi motor 😭";0;0;0;0;in;2152468087;1685623784945106944;arohaable;https://twitter.com/arohaable/status/1685641511218843648
Sun Jul 30 12:57:21 +0000 2023;1685635694943977472;"@tanyakanrl Bukan sepeda motor sih tapi sepeda listrik, dan baru berani pake 10 bulanan ini. Umurku dah mepet ke 30 sih nder.";0;0;0;0;in;2484278708;1685623784945106944;5OONSS;https://twitter.com/5OONSS/status/1685635694943977472
Sun Jul 30 12:49:57 +0000 2023;1685633830785560576;"Ayokk pindah ke motor listrik, karena terbukti lebih ramah lingkungan dibanding kendaraan bahan bakar minyak yang selama ini dipakai masyarakat.  #PakaiMolisYuk  Morgan Goodbye Twitter Burung Minggu Cornetto Dika Bakwan Hapsun Aju Nice istj third win https://t.co/VXpztcRFqC";0;0;0;1;in;1597505510169010176;1685633830785560576;ergak_;https://twitter.com/ergak_/status/1685633830785560576
Sun Jul 30 12:48:18 +0000 2023;1685633417248194560;"Ini dia keuntungan pakai motor listrik, kamu kapan beralih?  #PakaiMolisYuk  Morgan Goodbye Twitter Burung Minggu Cornetto Dika Bakwan Hapsun Aju Nice istj third win https://t.co/MluIf6d6Qu";0;2;0;2;in;1590381224425508865;1685633417248194560;p0kachuu;https://twitter.com/p0kachuu/status/1685633417248194560
Sun Jul 30 12:28:46 +0000 2023;1685628501926559744;"Download aplikasi PLN mobile untuk mempermudah kamu untuk cari motor listrik  #PakaiMolisYuk #BDA7Anos #FreenBecky #tekel #BBNaijaAllStars https://t.co/bmL6RGMdxd";0;0;0;1;in;1515724349973876736;1685628501926559744;elozzora;https://twitter.com/elozzora/status/1685628501926559744
Sun Jul 30 12:27:15 +0000 2023;1685628116449017857;"Lebih hemat dan ramah lingkungan, motor listrik emang keren dehh  #PakaiMolisYuk #BBNaija #esenyurt #FreenBecky #YumnaZaidi https://t.co/cfQR99xyKa";0;0;0;2;in;1615747829422764033;1685628116449017857;el_raffasya;https://twitter.com/el_raffasya/status/1685628116449017857
Sun Jul 30 12:25:01 +0000 2023;1685627557667061765;"Kejar Target Konversi Motor Listrik, Kementerian ESDM Gelar Roadshow 10 Kota https://t.co/osWPdbQIHr";0;0;0;0;in;30617522;1685627557667061765;WartaEkonomi;https://twitter.com/WartaEkonomi/status/1685627557667061765
Sun Jul 30 12:23:11 +0000 2023;1685627095383519232;"Hemat Banget Sih Motor Listrik di Banding Motor BBM. Jadi Pengen Punya Deh. #PakaiMolisYuk #esenyurt  #SpenceCrawford  #LabanFilipinas  #SantaClaraTSTheErasTour  #BBNaijaAllStars https://t.co/QqDsHwe1DL";0;0;0;1;in;1666110519605096450;1685627095383519232;Lidyamonica08;https://twitter.com/Lidyamonica08/status/1685627095383519232
Sun Jul 30 12:19:17 +0000 2023;1685626114788687872;"Wah Ternyata PLN Mobile Bisa Buat Beli Motor Listrik ya. #PakaiMolisYuk #esenyurt  #SpenceCrawford  #LabanFilipinas  #SantaClaraTSTheErasTour  #BBNaijaAllStars https://t.co/LDEDXVz3q2";0;0;0;1;in;1666081681709871110;1685626114788687872;putrimonica0208;https://twitter.com/putrimonica0208/status/1685626114788687872
Sun Jul 30 12:17:38 +0000 2023;1685625698357256192;"@hansssolo @__Bungs @Aryprasetyo85 @RizkiR4madani @wil_ws_ @PANDHITADHYASA1 @Budi_12345678 @Miduk17 @Widyarenee @_RiuRizkiUtomo @wantahgdn__ Pasca huru hara, saya naik motor keliling kota Solo....tidak ada listrik, bara berkepulan asap masih rata...seperti kota hantu";0;1;0;3;in;1503314628876537859;1685554964570214400;SPrabawanta;https://twitter.com/SPrabawanta/status/1685625698357256192
Sun Jul 30 12:16:03 +0000 2023;1685625299348926464;"Super Apps PLN Mobile Menyediakan Menu Untuk Beli Motor Listrik Loh. #PakaiMolisYuk #esenyurt  #SpenceCrawford  #LabanFilipinas  #SantaClaraTSTheErasTour  #BBNaijaAllStars https://t.co/CHJ0he784K";0;0;0;1;in;1625428606574010368;1685625299348926464;rahmatpoop22;https://twitter.com/rahmatpoop22/status/1685625299348926464
Sun Jul 30 12:13:33 +0000 2023;1685624670442422272;"Kemen ESDM mulai roadshow konversi sepeda motor listrik dari Bali https://t.co/yMwioQ1Y7i";0;0;0;0;in;1203876160469266433;1685624670442422272;antarabiz;https://twitter.com/antarabiz/status/1685624670442422272
Sun Jul 30 12:12:36 +0000 2023;1685624429886541824;"Beli Motor Listrik Bisa Kok di Aplikasi PLN Mobile. #PakaiMolisYuk #esenyurt  #SpenceCrawford  #LabanFilipinas  #SantaClaraTSTheErasTour https://t.co/uhl9xI61xK";0;0;0;2;in;1626776761248919552;1685624429886541824;rivaldomalta1;https://twitter.com/rivaldomalta1/status/1685624429886541824
Sun Jul 30 12:10:48 +0000 2023;1685623978650742784;"Ini Keunggulan Motor Listrik di Banding Kendaraan BBM Loh, Hemat Banget Kan , Harus Punya Nih. #PakaiMolisYuk #esenyurt  #SpenceCrawford  #LabanFilipinas  #SantaClaraTSTheErasTour  #BBNaijaAllStars https://t.co/l4QTpxKdNK";0;0;0;2;in;1621326179973365761;1685623978650742784;bluelock822;https://twitter.com/bluelock822/status/1685623978650742784
Sun Jul 30 11:31:01 +0000 2023;1685613967622971392;"@detikcom Ingat ya, sepeda listrik itu seperti motor matic listrik, jadi mesti Hati2, banyak yg berasumsi sepeda listrik kaya sepeda pedal seperti biasa";0;0;0;0;in;2297354348;1685221124831895553;orang_suksess24;https://twitter.com/orang_suksess24/status/1685613967622971392
Sun Jul 30 11:27:33 +0000 2023;1685613095870500864;"Kini Banyak Driver Ojol yang Pakai Motor Listrik, Diklaim Pendapatan Semakin Meningkat: Selain penurunan beban operasional, motor listrik merupakan game changer untuk meraih target pengurangan emisi. https://t.co/TfBlfxpQdL https://t.co/f1iqEtCmD7";0;0;0;0;in;117686358;1685613095870500864;otosia;https://twitter.com/otosia/status/1685613095870500864
Sun Jul 30 11:27:33 +0000 2023;1685613093693571072;"Pemerintah sediakan tiga bengkel konversi motor listrik di Bali https://t.co/ATKArY7F8b";0;0;0;0;in;91941244;1685613093693571072;antaranews_bali;https://twitter.com/antaranews_bali/status/1685613093693571072
Sun Jul 30 11:19:17 +0000 2023;1685611013071425537;"Lg viral banget di karawang, cirebon yg motor listrik gini. Selalu mikir klo anak2 ato ibu2 bw sepeda listrik ini ke jalan psti bahaya pisan";0;0;0;0;in;455823612;1685611013071425537;Alifsuangga;https://twitter.com/Alifsuangga/status/1685611013071425537
Sun Jul 30 11:17:24 +0000 2023;1685610541199609857;"Menurut Lily, pernyataan tersebut tidak benar lantaran para pengemudi ojol terbebani biaya sewa motor listrik, "Fakta yang terjadi justru sebaliknya, karena pengemudi ojol terpaksa bekerja tanpa libur untuk membayar sewa motor listrik ke aplikator,"  https://t.co/Z0NUN5kBK0";0;0;4;13;in;1565000948979666944;1685610541199609857;SPAIbersatu;https://twitter.com/SPAIbersatu/status/1685610541199609857
Sun Jul 30 10:56:38 +0000 2023;1685605314375356416;"Mengusir Sepi Peminat Konversi Motor Listrik https://t.co/vc48Vv9S0v https://t.co/208IXiwGcM";0;0;0;0;in;1330791552583548932;1685605314375356416;bisnisindo_id;https://twitter.com/bisnisindo_id/status/1685605314375356416
Sun Jul 30 10:45:36 +0000 2023;1685602536378773504;"Terkini: Bantahan Income Ojol Naik karena Motor Listrik, Dua Kunci Sukses Parkir Devisa Hasil Ekspor #TempoBisnis https://t.co/p1RlcqEQh3";0;0;1;2;in;18129942;1685602536378773504;tempodotco;https://twitter.com/tempodotco/status/1685602536378773504
Sun Jul 30 10:44:20 +0000 2023;1685602219733975040;"@tempodotco Manfaat konversi sepeda motor listrik = Saya (Luhut) makin kaya";0;0;0;0;in;1029715346;1685548294129520641;oneplussan;https://twitter.com/oneplussan/status/1685602219733975040
